@relation USER24
@attribute a0{﻿122.1,118.1,123.1,113.2,138.2,121.1,136.2,137.2,127.1,112.1,99.2,111.2,114.1,110.1,109.1,124.2,130.2,122.2,126.2,159.1,132.1,153.1,157.1,192.1,174.3,177.2,194.2,167.1,160.1,190.3,165.2,135.2,149.1,154.2,187.2,215.2,184.2,188.2}
@attribute a1 integer[0,4]
@attribute a2 integer[17,29]
@attribute a3 real[20.4305473975238,2379.67644060092]
@attribute a4 real[75.0742187975908,294.25071382905]
@attribute a5 real[0.234869620543479,0.332426243887181]
@attribute a6 integer[3,8]
@attribute a7 real[17.8100771955273,1422.0561256283]
@attribute a8 real[83.2241270146894,232.157275728028]
@attribute a9 integer[5,9]
@attribute a10 real[0.00892060660124889,0.614783966684019]
@attribute a11 real[8.72746265715349E-8,1.04121465852595E-6]
@attribute a12 real[1.0,1.02265114053278]
@attribute a13 real[-0.953132397033297,-0.0199393842718137]
@attribute a14 real[0.0,0.145785503443752]
@attribute a15 real[0.239081746920493,0.986626293212213]
@attribute a16 real[0.540803274494756,0.964720705585888]
@attribute a17 real[3.12625819591331E-5,1.03452800942325E-4]
@attribute a18 real[1.70271971840814E-5,6.16233872199255E-5]
@attribute a19 real[6.61114003123373,10.0]
@attribute a20 real[2.59330318955418E-7,1.74743366257069E-6]
@attribute a21 real[-0.760918253079507,-0.013373706787787]
@attribute a22 real[0.70626395019652,0.902341967169276]
@attribute a23 real[-0.459196725505244,-0.0352792944141117]
@attribute a24 real[0.0468676029667035,1.00271175626097]
@attribute a25 real[0.995264937993236,1.02265114053278]
@attribute a26 integer[0,14]
@attribute a27 real[-1.02265114053278,-0.854214496556248]
@attribute a28 real[6.05449041372351E-4,7.64150943396226E-4]
@attribute a29 integer[2,19]
@attribute a30 real[0.236274095079524,0.277436945486343]
@attribute a31 real[13578.4500514933,52934.525147929]
@attribute a32 real[0.546687687312687,0.864927822526015]
@attribute a33 real[1.74110522331567E-4,3.83451059535822E-4]
@attribute a34 real[3.06030603060306E-4,5.33333333333333E-4]
@attribute a35 real[4.2962962962963E-4,6.5546218487395E-4]
@attribute a36 integer[1,2]
@inputs a0, a1, a2, a3, a4, a5, a6, a7, a8, a9, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20, a21, a22, a23, a24, a25, a26, a27, a28, a29, a30, a31, a32, a33, a34, a35
@outputs a36
@data
109.1,2,21,64.897968555426,164.38909057541,0.312732427623559,4,69.6525465873071,169.926172370557,6,0.422548120989918,3.02369878390314E-7,1.02265114053278,-0.0199393842718137,0.0,0.320474777448071,0.792037586547972,4.81578613436285E-5,3.03775372443665E-5,8.89092575618698,6.82903398813499E-7,-0.679525222551929,0.877405362874013,-0.207962413452028,1.00271175626097,1.02265114053278,4,-1.02265114053278,6.70103092783505E-4,2,0.240673539773632,33620.9037580202,0.677505971244361,3.09278350515464E-4,4.5360824742268E-4,5.4639175257732E-4,1
124.2,3,23,83.0130355521373,168.142067643614,0.328534643251816,4,71.2271722364683,153.939550557383,6,0.419484702093398,3.81535314022765E-7,1.0,-0.378305692514567,0.0648438667264306,0.361328125,0.88671875,5.28737525143414E-5,3.23578201551983E-5,8.6231884057971,4.82610301747173E-7,-0.638671875,0.821744387936555,-0.11328125,0.621694307485433,1.0,5,-0.935156133273569,7.37628384687208E-4,4,0.252525257235177,29534.9669887279,0.650667653188765,2.42763772175537E-4,3.73482726423903E-4,6.1624649859944E-4,1
130.2,2,26,73.6074510538641,143.913474580689,0.318614105318749,5,70.6761380259657,153.280317910454,8,0.430875576036866,4.2028333694771E-7,1.0,-0.332896031485733,0.145785503443752,0.37060849598163,0.857634902411022,5.3074595764509E-5,3.79042086839024E-5,8.76344086021505,8.83048485510938E-7,-0.62939150401837,0.888654438956693,-0.142365097588978,0.667103968514267,1.0,5,-0.854214496556248,6.3102541630149E-4,4,0.266450908309915,28175.9854070661,0.624826184618676,3.33041191936897E-4,3.33041191936897E-4,6.39789658194566E-4,1
122.2,2,23,59.421960598616,163.865012840715,0.316115075288851,4,77.4451132117057,151.029396702848,7,0.189034369885434,3.49359059158556E-7,1.0,-0.58828625888061,0.034136198232542,0.507988618953819,0.9465966294594,5.19046325010003E-5,4.10937906596899E-5,9.09165302782324,7.49728397401478E-7,-0.492011381046181,0.887754811496272,-0.0534033705405997,0.41171374111939,1.0,6,-0.965863801767458,6.66066606660666E-4,7,0.251190350145893,30022.1816693944,0.546687687312687,2.97029702970297E-4,3.06030603060306E-4,6.48064806480648E-4,1
123.1,4,22,72.5208016458033,159.447718751857,0.332426243887181,5,109.118937642154,164.529029179494,6,0.170593013809911,3.12040199466785E-7,1.0,-0.379661963961447,0.00405084509009638,0.291543026706231,0.896884272997033,5.2182627620029E-5,2.94770982113978E-5,8.61088545897644,5.83817147389468E-7,-0.708456973293769,0.812995058965084,-0.103115727002967,0.620338036038553,1.0,4,-0.995949154909904,7.64150943396226E-4,8,0.236274095079524,29804.5808285946,0.740108848250588,2.45283018867925E-4,3.77358490566038E-4,5.94339622641509E-4,1
126.2,2,28,64.1310164552458,151.95222580148,0.292247624965829,7,77.2330289845075,148.103951544458,7,0.198098256735341,3.07346335066665E-7,1.0,-0.558153041963119,0.0151009147669522,0.567256840653024,0.872384456196827,4.91673571650012E-5,3.10481829984885E-5,8.57369255150555,7.40163645872155E-7,-0.432743159346976,0.835235118421205,-0.127615543803173,0.441846958036881,1.0,6,-0.984899085233048,7.20887245841035E-4,3,0.246501782694538,29074.3843106181,0.728227848305272,2.40295748613678E-4,4.15896487985213E-4,5.73012939001848E-4,1
159.1,1,20,22.8154837690693,89.6007974521439,0.321880416781598,6,25.2673823967711,98.4891688365512,5,0.522313010685104,4.66540997789749E-7,1.0,-0.524482109227872,0.00627746390458255,0.239081746920493,0.716685330347144,5.836725674476E-5,3.27193724250287E-5,8.35952231301069,1.3063147938113E-6,-0.760918253079507,0.779150019146562,-0.283314669652856,0.475517890772128,1.0,13,-0.993722536095418,6.31578947368421E-4,5,0.25985501002162,27403.7096165933,0.617291103750014,2.78195488721805E-4,4.21052631578947E-4,5.48872180451128E-4,2
132.1,1,21,28.7498208105772,97.850668232704,0.311716867756124,4,28.7073332589408,111.717474100044,5,0.507948523845572,4.1861617094208E-7,1.00181873294938,-0.560321309487724,0.0,0.354458161865569,0.734156378600823,5.12445913509893E-5,2.8258174807013E-5,8.70552611657835,1.09745320490221E-6,-0.645541838134431,0.773045109902858,-0.265843621399177,0.441497423461655,1.00181873294938,9,-1.00181873294938,6.78260869565217E-4,6,0.239567027506545,33008.5987887964,0.621406166701794,2.52173913043478E-4,3.73913043478261E-4,5.82608695652174E-4,2
153.1,1,26,27.1494651192925,86.2089461556086,0.30921587045957,4,29.0306645278638,105.758763855347,6,0.516655780535598,4.06089247615557E-7,1.0,-0.519641523525019,0.0204630321135176,0.421249640080622,0.741145983299741,6.25094476750005E-5,3.24264842084058E-5,8.62181580666231,1.30528686733572E-6,-0.578750359919378,0.758868562604106,-0.258854016700259,0.480358476474981,1.0,11,-0.979536967886482,6.89393939393939E-4,7,0.251043974533072,28488.6453298498,0.593632905470005,2.34848484848485E-4,4.01515151515152E-4,5.53030303030303E-4,2
157.1,1,22,22.271104337333,75.0742187975908,0.30153630419297,4,25.967707706957,107.464091064735,6,0.490770210057288,3.95908044198931E-7,1.0,-0.515067695443296,0.00800698791672733,0.376716604244694,0.651061173533084,6.93432198013595E-5,3.23446900922341E-5,8.97517504774029,1.34676411616388E-6,-0.623283395755306,0.762726751058951,-0.348938826466916,0.484932304556704,1.0,11,-0.991993012083273,7.16312056737589E-4,7,0.242453717757869,27767.5977084659,0.673384767720109,2.12765957446809E-4,3.61702127659574E-4,5.95744680851064E-4,2
192.1,2,23,27.4490314076613,111.500221251995,0.283401624623229,3,17.8100771955273,93.2955145867693,6,0.474232170744404,8.99928944742668E-7,1.0,-0.55638166047088,0.0203772545779981,0.323434343434343,0.645050505050505,9.04183154299634E-5,6.16233872199255E-5,8.43310775637689,1.46178934410582E-6,-0.676565656565657,0.787074069517545,-0.354949494949495,0.44361833952912,1.0,8,-0.979622745422002,6.48148148148148E-4,9,0.254230418924282,13706.128058303,0.753811475506875,3.14814814814815E-4,4.93827160493827E-4,4.62962962962963E-4,2
174.3,1,26,251.021336571034,110.099743602102,0.281012597352018,5,437.77713090863,98.6214086726236,7,0.494549627079748,4.22465780708476E-7,1.0,-0.436911764705882,0.0214705882352941,0.418853451756157,0.755752926927735,7.86013190829248E-5,5.72633727554131E-5,8.66896156052782,1.58100690939982E-6,-0.581146548243843,0.866018856678136,-0.244247073072265,0.563088235294118,1.0,11,-0.978529411764706,6.61813368630046E-4,5,0.254067888496412,15120.6999426277,0.864927822526015,2.77961614824619E-4,4.3017868960953E-4,5.49305095962938E-4,2
177.2,1,20,28.2629894090232,115.092620900044,0.258238553357333,4,20.3360015023025,86.2779815184018,5,0.514672686230248,1.04121465852595E-6,1.0,-0.467104381615972,0.0160793246683639,0.432268182709273,0.643795334248187,8.27603378355903E-5,5.65671289426968E-5,8.63431151241535,1.49146964599663E-6,-0.567731817290727,0.831715303680228,-0.356204665751813,0.532895618384028,1.0,7,-0.983920675331636,6.47058823529412E-4,5,0.256962769946953,14875.9238148984,0.847131228906095,3.13725490196078E-4,4.83660130718954E-4,4.90196078431373E-4,2
194.2,2,22,24.9325885963181,97.8259849062535,0.284076362575263,4,32.0799773326597,108.678578856558,5,0.196189495365602,8.50383147363776E-7,1.00475758948799,-0.414442071542979,0.0148158035237587,0.465111010421386,0.709333937471681,1.03452800942325E-4,6.12404127308075E-5,8.24407826982492,1.74743366257069E-6,-0.539646579066606,0.856737969775914,-0.295423652016312,0.585557928457021,0.995264937993236,11,-0.985184196476241,6.6208619612742E-4,5,0.270349344988437,13578.4500514933,0.828053781896474,2.8107432854466E-4,4.68457214241099E-4,5.12179887570269E-4,2
167.1,1,23,33.7205789889836,122.518638988612,0.234869620543479,5,23.827787181098,88.66149514792,5,0.509275882704967,5.97680265349808E-7,1.00375998746671,-0.550994830017233,0.0,0.329240214888718,0.540803274494756,6.04790045942994E-5,3.68990836521174E-5,8.07899461400359,9.02682050244813E-7,-0.670759785111282,0.75209565060094,-0.459196725505244,0.452765157449475,1.00375998746671,10,-1.00375998746671,6.59259259259259E-4,6,0.242888433099443,21520.7594254937,0.729117264276824,2.74074074074074E-4,5.33333333333333E-4,4.2962962962963E-4,2
160.1,1,22,34.0040375877961,121.692136890969,0.243320665812207,4,22.0062719888681,91.6147992099926,6,0.531542785758901,5.18012083257131E-7,1.0,-0.617463617463617,0.0071032571032571,0.347614161108261,0.563878912262699,5.2824474883199E-5,3.56739090600675E-5,7.80762023735166,8.53512137180144E-7,-0.652385838891739,0.738748060074898,-0.436121087737301,0.382536382536383,1.0,8,-0.992896742896743,6.72E-4,7,0.241286315963297,22465.0886945659,0.615066067691947,2.72E-4,5.04E-4,4.48E-4,2
192.1,1,26,40.2378430616826,133.831576015079,0.311680052465754,4,29.2120142337583,107.90640764238,7,0.614783966684019,6.58734903266231E-7,1.0,-0.582645727974448,0.0,0.292132042690494,0.670637875403326,6.10470186601006E-5,3.27333561593752E-5,6.61114003123373,9.49353242942509E-7,-0.707867957309506,0.70626395019652,-0.329362124596674,0.417354272025552,1.0,11,-1.0,6.37795275590551E-4,5,0.237240398611336,18725.5825091098,0.662566062065895,2.83464566929134E-4,4.80314960629921E-4,4.88188976377953E-4,2
190.3,1,27,934.895208596683,166.367076400776,0.263120130334633,6,436.467441605361,114.082935255709,7,0.558066211245402,3.66692832663203E-7,1.0,-0.632183908045977,0.00775193798449612,0.348860014709488,0.687913704339299,6.80130251237247E-5,3.70790068804695E-5,7.09931686810299,1.10402143167416E-6,-0.651139985290512,0.740554101472702,-0.312086295660701,0.367816091954023,1.0,9,-0.992248062015504,7.03182827535159E-4,6,0.243449435995686,18905.0819758276,0.667597945722573,2.44263508512213E-4,5.18134715025907E-4,4.51517394522576E-4,2
165.2,1,21,97.011304073953,100.540077138258,0.286457095642042,4,222.891153504084,96.5288765271461,6,0.424334140435835,2.53635903683227E-7,1.0,-0.49134448932487,0.0291402192729371,0.353273427471117,0.822849807445443,3.46766188759129E-5,1.94843379286903E-5,8.78329297820823,7.38764894061462E-7,-0.646726572528883,0.809644188132983,-0.177150192554557,0.50865551067513,1.0,4,-0.970859780727063,7.02963473466575E-4,3,0.26494381373714,43318.7960048426,0.783270516914486,2.82563749138525E-4,4.54858718125431E-4,5.37560303239145E-4,2
135.2,1,20,252.884119275742,111.190354721841,0.287664958615318,4,821.564285129245,131.247061638306,6,0.429733727810651,8.72746265715349E-8,1.0,-0.554251752514477,0.00731484303565986,0.313933967543369,0.829602686066032,3.12625819591331E-5,1.70271971840814E-5,9.10502958579882,2.59330318955418E-7,-0.686066032456631,0.824353258027098,-0.170397313933968,0.445748247485523,1.0,8,-0.99268515696434,6.74248578391552E-4,6,0.267385864005236,52934.525147929,0.7508499199249,2.76198212835093E-4,4.54914703493095E-4,5.11779041429732E-4,2
149.1,1,18,26.2596633233713,107.437429867224,0.250471464186135,4,25.3670641849591,105.560687583145,5,0.416498993963783,2.85080501788119E-7,1.0,-0.489015873015873,0.00863492063492063,0.448790896159317,0.817923186344239,3.275587131143E-5,1.75446685957602E-5,9.05432595573441,7.20731691140386E-7,-0.551209103840683,0.833712729095455,-0.182076813655761,0.510984126984127,1.0,3,-0.991365079365079,7.11111111111111E-4,4,0.256515456817271,48002.8336686787,0.795830709441745,2.81481481481481E-4,4.14814814814815E-4,5.7037037037037E-4,2
154.2,1,20,28.0066942399101,104.199280994566,0.28297443681094,3,26.9776992906085,104.89348137857,6,0.474059662775616,2.4989723026494E-7,1.01475867570802,-0.505650844302619,0.0,0.425621890547264,0.877860696517413,3.3586249911098E-5,1.76908706292733E-5,8.56679636835279,6.15710645652774E-7,-0.574378109452736,0.816237123192872,-0.122139303482587,0.509107831405398,1.01475867570802,10,-1.01475867570802,7.57002271006813E-4,8,0.244122648625637,46418.0940337224,0.727411127798719,1.74110522331567E-4,3.70931112793338E-4,5.75321725965178E-4,2
187.2,1,26,23.0323272479438,85.4850366076265,0.279968259405644,4,21.6189050756751,83.2241270146894,8,0.475961538461538,3.45668799851534E-7,1.0,-0.491225219369516,0.0692232694182645,0.405640564056406,0.729072907290729,4.37387706699629E-5,2.36888727076676E-5,8.76602564102564,5.31957374621821E-7,-0.594359435943594,0.820518462105525,-0.270927092709271,0.508774780630484,1.0,10,-0.930776730581735,6.15478366849482E-4,12,0.264983901225035,39752.6736111111,0.801461464221701,3.29067641681901E-4,4.38756855575868E-4,4.93601462522852E-4,2
215.2,1,29,411.382594610643,81.3091545753534,0.278021643710429,8,924.20402591835,135.389095198196,7,0.451208178438662,3.32895670994733E-7,1.0,-0.51593984962406,0.0777443609022556,0.370110601564608,0.756406797949825,4.74067861615331E-5,2.64266099700456E-5,8.69888475836431,8.85628105853911E-7,-0.629889398435392,0.814711545088118,-0.243593202050175,0.48406015037594,1.0,14,-0.922255639097744,6.35683760683761E-4,19,0.272429042356165,34589.4577137547,0.807311267437067,2.99145299145299E-4,3.95299145299145E-4,5.12820512820513E-4,2
184.2,1,22,20.4305473975238,80.990145125626,0.289533175283221,3,26.4497120016366,87.0754004711593,7,0.45114006514658,3.11553663801345E-7,1.0,-0.521178078032488,0.111887050250493,0.311359302642332,0.777444837918823,4.1849524393831E-5,2.33231522771753E-5,8.69163952225841,7.43864561634219E-7,-0.688640697357668,0.821851198742181,-0.222555162081177,0.478821921967512,1.0,8,-0.888112949749507,6.93316677076827E-4,12,0.275574184140032,40416.3778501629,0.773405985748949,2.62336039975016E-4,4.30980637101811E-4,4.99687695190506E-4,2
188.2,1,21,308.770699838446,78.0524812936742,0.280885728306108,4,300.494448133271,87.6226122589906,5,0.47874601487779,2.15399193862896E-7,1.0,-0.528587354674311,0.0312151616499443,0.33745963401507,0.777717976318622,4.06528300946892E-5,2.40589133033708E-5,8.6663124335813,8.26979047866478E-7,-0.66254036598493,0.822120656954187,-0.222282023681378,0.471412645325689,1.0,12,-0.968784838350056,6.92826486817903E-4,10,0.259601327578433,39559.7316684378,0.769897443304926,2.45248313917842E-4,4.29184549356223E-4,5.21152667075414E-4,2
