@relation USER18
@attribute a0{﻿297.5,353.5,303.4,250.3,212.2,270.3,280.3,303.2,238.2,310.3,320.4,325.4,312.2,324,315.2,333.3,323.3,326.4,329.4,383.6,361.5,375.5,348.4,313.4,337.4,307.4,319.2,391.3,358,331,311.3,266.2,253.3,304.3,288.1,283.3,305,316.3,361.2}
@attribute a1 integer[0,3]
@attribute a2 integer[41,58]
@attribute a3 real[18.4556545006766,856.167465501314]
@attribute a4 real[91.96770245124,198.225611590742]
@attribute a5 real[0.153875139689073,0.191318782921867]
@attribute a6 integer[9,16]
@attribute a7 real[14.4253269209705,1630.60168362706]
@attribute a8 real[75.9199400146158,208.73198067737]
@attribute a9 integer[10,13]
@attribute a10 real[0.00279329608938548,0.440071556350626]
@attribute a11 real[1.09255756931127E-7,5.06762511643714E-5]
@attribute a12 integer[1,1]
@attribute a13 real[-0.841186736474695,-0.379020979020979]
@attribute a14 real[0.11234921283991,0.237023859355379]
@attribute a15 real[0.424362357080035,0.983816276202219]
@attribute a16 real[0.740425531914894,0.983816276202219]
@attribute a17 real[5.87852550276907E-5,0.0133411822768627]
@attribute a18 real[2.96456259072978E-5,0.00746310632414408]
@attribute a19 real[8.16998892580288,10.0]
@attribute a20 real[9.15714635241585E-8,8.63565157400521E-5]
@attribute a21 real[-0.575637642919965,-0.0161837237977805]
@attribute a22 real[0.591140721057688,0.754237328596614]
@attribute a23 real[-0.259574468085106,-0.0161837237977805]
@attribute a24 real[0.158813263525305,0.620979020979021]
@attribute a25 integer[1,1]
@attribute a26 integer[10,50]
@attribute a27 real[-0.88765078716009,-0.762976140644621]
@attribute a28 real[5.02364066193853E-4,6.38119227539882E-4]
@attribute a29 integer[7,35]
@attribute a30 real[0.217645597625944,0.300213998713473]
@attribute a31 real[114.057612095933,25809.3568890643]
@attribute a32 real[0.618883363499646,0.852517438775762]
@attribute a33 real[2.85474391267842E-4,4.27377892030848E-4]
@attribute a34 real[4.16666666666667E-4,5.08302270416808E-4]
@attribute a35 real[4.39155212872947E-4,5.18672199170124E-4]
@attribute a36 integer[1,2]
@inputs a0, a1, a2, a3, a4, a5, a6, a7, a8, a9, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20, a21, a22, a23, a24, a25, a26, a27, a28, a29, a30, a31, a32, a33, a34, a35
@outputs a36
@data
320.4,0,48,552.752399192651,138.855906287268,0.173211243957077,12,364.053810660898,92.7541981839622,12,0.0031210986267166,4.59509839969282E-7,1,-0.821549801183202,0.178450198816798,0.969766301683282,0.969766301683282,1.10678866242903E-4,6.56816974629353E-5,10.0,5.14293251547128E-7,-0.0302336983167184,0.657601765577104,-0.0302336983167184,0.178450198816798,1,16,-0.821549801183202,5.89887640449438E-4,11,0.271305574291226,11750.0895755306,0.804080846235636,3.68289637952559E-4,4.83770287141074E-4,4.90012484394507E-4,1
325.4,0,47,370.760976761324,137.729512695422,0.160164276803331,11,46.2936297483425,87.8507801479462,11,0.00307314074984634,5.93189213463145E-7,1,-0.796445880452342,0.203554119547658,0.903294367693943,0.903294367693943,1.0432133314359E-4,6.53012089154072E-5,10.0,4.72428098418075E-7,-0.0967056323060574,0.645025992949715,-0.0967056323060574,0.203554119547658,1,17,-0.796445880452342,5.86969883220652E-4,21,0.267000887134741,11571.098340504,0.832354772164105,3.65703749231715E-4,4.67117393976644E-4,4.73263675476337E-4,1
312.2,0,49,201.336206886602,146.473440879273,0.161220625773792,13,154.159182610602,101.459130839645,12,0.00320307495195388,3.50772714235658E-7,1,-0.822398817224173,0.177601182775827,0.913175011344728,0.913175011344728,1.05187775342727E-4,6.42576587313588E-5,10.0,2.65167468499575E-7,-0.0868249886552715,0.656545117908341,-0.0868249886552715,0.177601182775827,1,14,-0.822398817224173,6.08584240871236E-4,11,0.277219043148698,12062.3616271621,0.808545557009284,3.49135169762972E-4,4.86867392696989E-4,4.80461242793081E-4,1
324,0,49,31.1188102994895,129.286912442554,0.167268207173472,13,19.4696152112918,80.8516998046524,12,0.00308641975308642,7.54053475113045E-7,1,-0.841186736474695,0.158813263525305,0.921317050548771,0.921317050548771,1.06502330984895E-4,6.67988732927367E-5,10.0,4.41168215730039E-7,-0.0786829494512289,0.652878780155303,-0.0786829494512289,0.158813263525305,1,21,-0.841186736474695,5.92592592592593E-4,21,0.280437780013094,11624.5,0.797170786674584,3.42592592592593E-4,4.69135802469136E-4,4.66049382716049E-4,1
315.2,0,46,30.739422471542,128.586473925361,0.164928765517907,11,23.1093271377564,92.1734234659433,11,0.00317258883248731,6.10769913832894E-7,1,-0.808931900914499,0.191068099085501,0.925379870618324,0.925379870618324,1.0918915776851E-4,6.44393440191142E-5,10.0,5.20950808857468E-7,-0.0746201293816759,0.65639745517052,-0.0746201293816759,0.191068099085501,1,24,-0.808931900914499,6.09137055837563E-4,17,0.28044677505008,11950.5891497462,0.825882948147513,3.20431472081218E-4,4.6002538071066E-4,4.91751269035533E-4,1
333.3,0,53,31.762456364922,129.898886412421,0.168421858946197,15,22.0817058580927,90.3823267809092,12,0.003000300030003,5.83647944440475E-7,1,-0.809252868202593,0.190747131797407,0.983816276202219,0.983816276202219,1.13036000578788E-4,6.84057057881894E-5,10.0,4.73194139901202E-7,-0.0161837237977805,0.664445392456762,-0.0161837237977805,0.190747131797407,1,27,-0.809252868202593,5.82058205820582E-4,16,0.277372701001051,11303.0465046505,0.839242049199122,3.45034503450345E-4,4.65046504650465E-4,4.95049504950495E-4,1
323.3,0,48,41.477070156197,131.245890612364,0.161789745674208,12,36.3433155981914,92.977211937491,12,0.00309310238168883,5.37110467778062E-7,1,-0.838648345000432,0.161351654999568,0.95959595959596,0.95959595959596,1.15929648706455E-4,6.34802743240946E-5,10.0,5.14022008755928E-7,-0.0404040404040404,0.63678363388537,-0.0404040404040404,0.161351654999568,1,15,-0.838648345000432,6.03154964429323E-4,11,0.282531701883993,11654.1821837303,0.839680445431221,3.55706773894216E-4,4.73244664398392E-4,4.97989483451902E-4,1
326.4,0,49,51.4170535372638,140.460680287126,0.159102384830353,13,29.4856281987179,92.3040042408213,12,0.00306372549019608,5.98770862165237E-7,1,-0.824041159962582,0.175958840037418,0.946296296296296,0.946296296296296,1.09133922064113E-4,7.16669909158162E-5,10.0,4.61135909565369E-7,-0.0537037037037037,0.676485947471684,-0.0537037037037037,0.175958840037418,1,21,-0.824041159962582,5.97426470588235E-4,17,0.274553037991596,11544.8949142157,0.769313259891648,3.43137254901961E-4,4.65686274509804E-4,4.87132352941176E-4,1
329.4,0,45,31.704807572536,134.701568572728,0.158481610740909,11,24.2218097300154,90.0993164399222,12,0.00303582270795386,5.10424199913454E-7,1,-0.822490706319703,0.177509293680297,0.961309955078974,0.961309955078974,1.0427653537348E-4,6.68784731052402E-5,10.0,4.29197559062787E-7,-0.0386900449210259,0.643791858765421,-0.0386900449210259,0.177509293680297,1,27,-0.822490706319703,5.8287795992714E-4,13,0.255171901331034,11441.2337583485,0.818134811455939,3.43047965998786E-4,4.85731633272617E-4,4.82695810564663E-4,1
320.4,0,48,30.1569281952445,129.281103483325,0.156220277053722,12,23.5815778336836,91.8641653705525,12,0.0031210986267166,4.98113480418234E-7,1,-0.802612621265969,0.197387378734031,0.953321923136767,0.953321923136767,1.10750924801925E-4,6.83696276728432E-5,10.0,4.78790112643389E-7,-0.0466780768632332,0.661203576850316,-0.0466780768632332,0.197387378734031,1,18,-0.802612621265969,5.96129837702871E-4,18,0.273042492742448,11764.079588015,0.77662368941977,3.55805243445693E-4,4.71285892634207E-4,4.80649188514357E-4,1
383.6,2,56,834.401547988139,126.345951943477,0.180096708816845,12,986.467015568449,125.59122185763,12,0.180135557872784,8.8550923082677E-6,1,-0.597133027522936,0.210779816513761,0.701312013120131,0.913284132841328,0.0133411822768627,0.00746310632414408,9.34567257559958,1.20218140608932E-5,-0.298687986879869,0.71265932590108,-0.0867158671586716,0.402866972477064,1,50,-0.789220183486239,5.13249651324965E-4,28,0.284728563972277,114.057612095933,0.730914173336104,3.59832635983264E-4,4.40725244072524E-4,4.93723849372385E-4,2
361.5,2,52,21.7176033110551,95.8433820399164,0.178131939365991,14,22.4619073512889,75.9199400146158,12,0.185615491009682,5.06762511643714E-5,1,-0.609521753211702,0.209543344488827,0.719808688720606,0.939218812275807,0.0111696597693956,0.00605088553630869,8.94605809128631,7.28204953706513E-5,-0.280191311279394,0.704659127973037,-0.0607811877241929,0.390478246788298,1,30,-0.790456655511174,5.47309833024119E-4,19,0.26815626771291,129.155463347165,0.765694747752264,3.74149659863946E-4,4.6691403834261E-4,4.88559059987631E-4,2
375.5,3,48,654.994464678017,114.326517671739,0.183081356931928,12,522.565872195076,84.3113031774679,11,0.202663115845539,1.89587293176436E-5,1,-0.379020979020979,0.219347319347319,0.702029873611643,0.949253159708924,0.010688628075352,0.00650536314795901,9.01198402130493,8.63565157400521E-5,-0.297970126388357,0.74274445099704,-0.0507468402910762,0.620979020979021,1,42,-0.780652680652681,5.02364066193853E-4,35,0.300213998713473,129.092676431425,0.749842609381425,3.87115839243499E-4,4.16666666666667E-4,4.93498817966903E-4,2
348.4,2,54,356.198839060889,106.32247250823,0.186890469651494,14,511.299618674529,92.7931606092076,13,0.172502870264064,1.57682741260148E-5,1,-0.611396597008108,0.200182710974078,0.735922690949638,0.921390076194016,0.0092104771921501,0.00565965259460542,8.93226176808266,2.2430925165176E-5,-0.264077309050362,0.754237328596614,-0.078609923805984,0.388603402991892,1,23,-0.799817289025922,5.10925449871465E-4,17,0.290785573652667,148.487370838117,0.741780121353956,4.27377892030848E-4,4.43444730077121E-4,5.1413881748072E-4,2
313.4,0,45,361.295716972769,118.923143135254,0.166679400335669,11,259.966199541618,90.3503356657022,11,0.00319081046585833,6.15456821615795E-7,1,-0.792653404904747,0.207346595095253,0.740425531914894,0.740425531914894,1.74862612892232E-4,9.94771521610896E-5,10.0,4.43490944987852E-7,-0.259574468085106,0.706775866060569,-0.259574468085106,0.207346595095253,1,31,-0.792653404904747,5.74345883854499E-4,20,0.275908589570787,8237.53828972559,0.824842002990062,3.31844288449266E-4,4.40331844288449E-4,5.00957243139757E-4,2
337.4,0,41,18.4556545006766,91.96770245124,0.156703098091191,9,14.4253269209705,79.589581944071,13,0.002963841138115,5.15329605822222E-7,1,-0.763125898087764,0.236874101912236,0.936447166921899,0.936447166921899,1.64752571702119E-4,9.51329097570319E-5,10.0,7.02722189757575E-7,-0.0635528330781011,0.591140721057688,-0.0635528330781011,0.236874101912236,1,31,-0.763125898087764,5.39419087136929E-4,23,0.225039618666395,7654.91434499111,0.770165522405022,3.7344398340249E-4,4.17901600474215E-4,5.18672199170124E-4,2
307.4,0,44,131.562326521394,106.665501750198,0.171299510431669,11,102.82090291798,92.2324942202862,11,0.00325309043591412,6.96455655169681E-7,1,-0.779745735086385,0.220254264913615,0.867254975591438,0.867254975591438,1.82897414798381E-4,1.05847183659261E-4,10.0,5.8144462954533E-7,-0.132745024408562,0.676796327997276,-0.132745024408562,0.220254264913615,1,13,-0.779745735086385,5.72543916720885E-4,13,0.265753367728676,8406.5357839948,0.709570839256951,3.90370852309694E-4,4.48926480156148E-4,5.13988288874431E-4,2
319.2,0,44,122.639168462041,114.610561343553,0.169813107837242,10,19.9298511335416,103.563461635547,11,0.0031328320802005,5.86053295789364E-7,1,-0.798998998998999,0.201001001001001,0.889063044235458,0.889063044235458,1.7169095738839E-4,9.86836313637774E-5,10.0,8.87500249658032E-7,-0.110936955764542,0.655957133406086,-0.110936955764542,0.201001001001001,1,18,-0.798998998998999,5.54511278195489E-4,12,0.25023431634724,8099.32550125313,0.786667093439173,3.91604010025063E-4,4.66791979949875E-4,4.9812030075188E-4,2
391.3,1,58,32.7647473625446,131.673737512376,0.189535409654487,15,21.6684606925535,81.9765631054801,13,0.440071556350626,5.38079938130645E-7,1,-0.630239214884482,0.11234921283991,0.736367837338263,0.890018484288355,2.05009575355558E-4,9.07055246512836E-5,9.02376693074367,6.45972573539874E-7,-0.263632162661738,0.63460515353035,-0.109981515711645,0.369760785115518,1,41,-0.88765078716009,5.46587369017276E-4,26,0.231856512365645,9156.46537183746,0.618883363499646,3.39847068819031E-4,4.87114131973945E-4,4.41801189464741E-4,2
358,0,56,28.1863546460924,113.681772895186,0.17951620880297,13,20.703184507208,84.0602785305929,11,0.00279329608938548,5.22022861900289E-7,1,-0.801045409996733,0.198954590003267,0.950411280846063,0.950411280846063,1.8842142227114E-4,8.73062345381358E-5,10.0,6.36215362940977E-7,-0.0495887191539365,0.632815505539867,-0.0495887191539365,0.198954590003267,1,42,-0.801045409996733,5.13966480446927E-4,33,0.217645597625944,10015.6111731844,0.650308393438902,3.68715083798883E-4,4.63687150837989E-4,4.44134078212291E-4,2
331,0,51,31.5495996170526,117.769516130995,0.189123389195094,13,22.3964940930138,90.8400480560716,13,0.00302114803625378,5.78440654866942E-7,1,-0.816260909508498,0.183739090491502,0.906222222222222,0.906222222222222,1.71041045373122E-4,8.83882296944247E-5,10.0,7.11110529836424E-7,-0.0937777777777778,0.684022675315838,-0.0937777777777778,0.183739090491502,1,33,-0.816260909508498,5.07552870090634E-4,19,0.23195323472986,10834.5549848943,0.645336301194813,3.92749244712991E-4,4.74320241691843E-4,4.68277945619335E-4,2
311.3,0,47,36.6902978960551,127.729715886282,0.181654562350035,12,27.0749133527477,98.123743455767,12,0.0032123353678124,5.42887892816027E-7,1,-0.829311359623308,0.170688640376692,0.874918282850294,0.874918282850294,1.55043411277311E-4,8.37544690231406E-5,10.0,6.96816472181547E-7,-0.125081717149706,0.699222315891265,-0.125081717149706,0.170688640376692,1,19,-0.829311359623308,5.33247671056858E-4,17,0.238700423090883,11522.0542884677,0.651889642171726,4.143912624478E-4,4.85062640539672E-4,4.6900096370061E-4,2
266.2,1,49,139.053245867435,129.686102226248,0.174940834288365,12,35.405823835419,102.520914624192,11,0.217881292261458,3.25499908903797E-7,1,-0.695212266611036,0.155731720037551,0.459295806234582,0.809598564700606,7.03672550319058E-5,3.27284437454123E-5,9.09842223891811,5.6081802486455E-7,-0.540704193765418,0.667221148544031,-0.190401435299394,0.304787733388964,1,17,-0.844268279962449,5.78034682080925E-4,10,0.225187184580252,24554.6938392186,0.680845687581936,3.59207266721718E-4,4.78943022295623E-4,4.87200660611065E-4,2
253.3,1,45,125.342429676175,133.150747033795,0.169144910792907,11,33.2314653119131,100.84894373975,11,0.18989340702724,2.74910546384124E-7,1,-0.687980869203577,0.154917862341443,0.424362357080035,0.852682497801231,6.42860299671159E-5,3.03985094916244E-5,9.12751677852349,4.43715267848059E-7,-0.575637642919965,0.669796147632951,-0.147317502198769,0.312019130796423,1,12,-0.845082137658557,5.79584775086505E-4,10,0.239245554761298,25809.3568890643,0.72672498968386,3.80622837370242E-4,4.6280276816609E-4,5.06055363321799E-4,2
304.3,1,52,746.44688739065,162.799902467922,0.191318782921867,11,219.599385045377,100.642797921683,12,0.253697009530069,3.38363830776213E-7,1,-0.687882056814096,0.144552319309601,0.475009611687812,0.848135332564398,6.72091257504419E-5,3.1429510261938E-5,8.91225764048636,3.4562096387597E-7,-0.524990388312188,0.616829656283794,-0.151864667435602,0.312117943185904,1,24,-0.855447680690399,5.64159292035398E-4,13,0.237314502938496,21496.104173513,0.776857106311556,3.53982300884956E-4,4.90412979351033E-4,4.68289085545723E-4,2
288.1,1,50,47.7736233661909,149.987686112037,0.179904681752219,12,30.1139551028889,99.3347217415248,12,0.229434224227699,3.18916848564869E-7,1,-0.676210153482881,0.174931129476584,0.473764841057066,0.895250861738797,5.87852550276907E-5,3.02023417704251E-5,8.88580354043735,3.65587606891436E-7,-0.526235158942934,0.648754325314647,-0.104749138261203,0.323789846517119,1,20,-0.825068870523416,5.859375E-4,11,0.230764283411448,22706.8805970149,0.832927721155517,3.3984375E-4,4.6875E-4,4.921875E-4,2
283.3,1,48,741.746093906864,165.27070999246,0.170439530722097,13,474.614883326699,113.017124744629,11,0.180374161666078,1.47923133385179E-7,1,-0.751288659793814,0.152755749405234,0.549673064754271,0.804893482387682,6.30805893593798E-5,2.96456259072978E-5,9.1493116837275,9.15714635241585E-8,-0.450326935245729,0.606618587218914,-0.195106517612318,0.248711340206186,1,20,-0.847244250594766,5.74845679012346E-4,10,0.22892708261621,23098.9456406636,0.776775454482955,3.58796296296296E-4,4.82253086419753E-4,4.89969135802469E-4,2
305,1,46,38.7642368002581,136.381135751497,0.175574535156403,11,24.2474231899236,89.4350322441485,11,0.180327868852459,3.82927179777365E-7,1,-0.714842547953636,0.171504769719971,0.55688622754491,0.85857696371962,6.10215165209855E-5,3.55400729106735E-5,9.21311475409836,3.08256379720779E-7,-0.44311377245509,0.659538918333853,-0.14142303628038,0.285157452046364,1,18,-0.828495230280029,5.51601423487544E-4,13,0.236903909811846,21463.3859016393,0.757524545521532,3.87900355871886E-4,4.69750889679715E-4,4.87544483985765E-4,2
316.3,1,47,523.94267774429,128.182513813261,0.164998149814564,12,351.579914582104,102.675261869798,11,0.167562440720835,5.38075015476986E-7,1,-0.656335942458219,0.17939496509414,0.711278195488722,0.931203007518797,1.92450822922801E-4,1.08296845562651E-4,9.11476446411634,3.73820537068222E-7,-0.288721804511278,0.691078368310138,-0.068796992481203,0.343664057541781,1,12,-0.82060503490586,5.72320499479709E-4,11,0.238609623464056,7162.81062282643,0.758534529220994,3.95421436004162E-4,4.7173083593479E-4,4.99479708636837E-4,2
361.2,1,50,32.2951215287878,116.521868938089,0.15974350847007,12,25.1915855023929,102.518298367735,12,0.282668881506091,7.43991658691816E-7,1,-0.606342640468804,0.131678731471906,0.669958305903006,0.866578889620364,2.36077353204253E-4,1.23613064294126E-4,8.16998892580288,1.11145095353351E-6,-0.330041694096994,0.7175025111349,-0.133421110379636,0.393657359531196,1,17,-0.868321268528094,5.65909861064046E-4,14,0.25251823326656,6280.68743078627,0.691931717957052,3.79532361911217E-4,5.08302270416808E-4,4.47305997966791E-4,2
