@relation USER16
@attribute a0{﻿668.9,641.8,666,716.9,704,719,625.9,768,774,781.1,663.9,667.9,636.8,682.9,706,689.9,772.1,708,701,816.1,773.1,873.2,942.1,810.1,929.2,939.3,841.1,861.2,660.7,789.2,738,744,683.6,672.7,799.2,872.1,817.1,803.2,808.1,847.2}
@attribute a1 integer[3,10]
@attribute a2 integer[90,138]
@attribute a3 real[20.1123333363582,904.584641907907]
@attribute a4 real[61.2488880170813,146.374986135802]
@attribute a5 real[0.162968052735717,0.222176871367978]
@attribute a6 integer[24,45]
@attribute a7 real[16.0972979967891,825.409124399434]
@attribute a8 real[43.2240578863956,119.460723199441]
@attribute a9 integer[18,28]
@attribute a10 real[0.0263311878291398,0.0902152152152152]
@attribute a11 real[1.04685579447298E-7,0.0101946994873017]
@attribute a12 real[1.0,1.02002645002834]
@attribute a13 real[-0.275693766559755,-0.045618413754853]
@attribute a14 real[0.0512788829852959,0.114262948207171]
@attribute a15 real[0.402746464439434,0.974799541809851]
@attribute a16 real[0.94579945799458,1.02002645002834]
@attribute a17 real[1.12873034666993E-4,2.80541443441268]
@attribute a18 real[8.59853930755877E-5,1.68078628115009]
@attribute a19 real[5.80933709104276,8.83843595917899]
@attribute a20 real[1.0214780782906E-7,0.00690880461122925]
@attribute a21 real[-0.606066816970691,-0.0252004581901489]
@attribute a22 real[0.799627180582486,1.71955179304071]
@attribute a23 real[-0.0542005420054201,0.0]
@attribute a24 real[0.724306233440245,0.954381586245147]
@attribute a25 real[0.980366734580478,1.00670322973796]
@attribute a26 integer[40,148]
@attribute a27 real[-0.948721117014704,-0.885737051792829]
@attribute a28 real[4.32018681888947E-4,5.65937940761636E-4]
@attribute a29 integer[15,123]
@attribute a30 real[0.299536931245463,0.345003087151581]
@attribute a31 real[0.456732634846721,10759.7367943091]
@attribute a32 real[0.404849795350992,0.763730874154301]
@attribute a33 real[3.50280564529842E-4,4.56296897181099E-4]
@attribute a34 real[3.5526138052141E-4,4.51772464962902E-4]
@attribute a35 real[4.94394164527894E-4,5.92841163310962E-4]
@attribute a36 integer[1,2]
@inputs a0, a1, a2, a3, a4, a5, a6, a7, a8, a9, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20, a21, a22, a23, a24, a25, a26, a27, a28, a29, a30, a31, a32, a33, a34, a35
@outputs a36
@data
810.1,6,126,644.089300458402,96.5141514791962,0.208215132963357,37,275.604630222985,57.0728534255353,28,0.0296259721022096,6.57407265709664E-4,1.0,-0.199675084920987,0.0866932506276769,0.955573290768821,0.977919659483905,0.225948726091299,0.12543808320443,8.57425009258116,6.75567687414351E-4,-0.0444267092311785,0.942249085517413,-0.0220803405160947,0.800324915079013,1.0,128,-0.913306749372323,4.33342931183415E-4,80,0.339089661647392,8.01617084310579,0.567121201012336,3.97350993377484E-4,3.7287647566945E-4,5.26921969478837E-4,2
929.2,8,122,88.6008490299784,69.3485635679389,0.190072813208294,40,171.579160598347,57.9773566592311,19,0.0732888506241928,5.82149059088394E-7,1.0,-0.10732044198895,0.0954419889502762,0.597545493017351,0.995133305120609,4.89901960618205E-4,3.19789594735032E-4,8.07576409814894,1.54269500658424E-6,-0.402454506982649,0.914554264580374,-0.00486669487939061,0.89267955801105,1.0,113,-0.904558011049724,4.41098081023454E-4,63,0.299536931245463,2762.18456736978,0.697569415652575,4.22441364605544E-4,3.74466950959488E-4,5.55703624733476E-4,2
939.3,8,122,451.255614476757,86.2410740571275,0.211916769400191,36,591.686439885795,81.0449591483153,24,0.0725007984669435,2.12235601466414E-7,1.0,-0.045618413754853,0.0580976150859678,0.596651123357355,0.953370072064434,5.0838028886231E-4,3.3257601259739E-4,8.29766847652507,2.67601410544608E-7,-0.403348876642645,0.884932607855423,-0.0466299279355659,0.954381586245147,1.0,135,-0.941902384914032,4.60610726199641E-4,69,0.322974174902488,2733.85680826147,0.738729325692301,3.82345393892738E-4,3.7721324095458E-4,5.50423402617398E-4,2
841.1,9,120,20.1123333363582,77.745954283363,0.216687013474858,39,16.0972979967891,55.2434021313119,18,0.0845321602663179,1.60876616472621E-6,1.0,-0.0490987355394135,0.0595910680656443,0.672647702407002,0.963238512035011,4.83170563822461E-4,2.97025756883057E-4,8.2415883961479,1.3970864062096E-6,-0.327352297592998,0.879376301494307,-0.0367614879649891,0.950901264460587,1.0,128,-0.940408931934356,4.73167916907098E-4,51,0.33468964982348,3056.13185114731,0.70779053448521,3.56318522792845E-4,3.6930178880554E-4,5.71263704558569E-4,2
861.2,7,112,593.585584937169,109.524251493993,0.204130670385963,35,17.901695217509,62.6470109215758,18,0.0767533673943335,1.50532041186958E-6,1.0,-0.0502500304915234,0.0563483351628247,0.661981981981982,0.992612612612613,4.31879138454414E-4,2.92344092989632E-4,8.36623316302833,1.11636178195697E-6,-0.338018018018018,0.900062007438902,-0.00738738738738739,0.949749969508477,1.0,107,-0.943651664837175,4.6911866759195E-4,50,0.316872182373947,2986.37529029261,0.711407784753461,3.95558639833449E-4,3.66412213740458E-4,5.77376821651631E-4,2
660.7,3,95,123.980607930391,103.296738620499,0.210857562067781,26,42.560715199742,59.8114098451091,20,0.0273951869229605,6.70519745992213E-7,1.00129645635264,-0.236494023904382,0.114262948207171,0.804883318928263,1.00129645635264,1.28556317117877E-4,9.49370475735843E-5,8.6756470410171,4.49915846877892E-7,-0.196413137424373,0.901675519182927,0.0,0.763505976095618,0.998705222270177,48,-0.885737051792829,5.18143754361479E-4,25,0.319962808181178,10759.7367943091,0.556006504118967,4.04745289602233E-4,4.22191207257502E-4,5.40823447313329E-4,2
789.2,3,101,57.2710216936918,102.23403786293,0.190000398022539,29,23.5553771175027,61.8455351164628,23,0.0533451596553472,7.30562709986285E-7,1.0,-0.214164785553047,0.107505643340858,0.920122060671334,0.991024950637229,1.30242637485119E-4,1.02367626048194E-4,8.01571211353269,3.00519682448507E-7,-0.0798779393286663,0.883768571416102,-0.0089750493627715,0.785835214446953,1.0,49,-0.892494356659142,5.18495099588998E-4,35,0.333620588784019,9009.32944754181,0.56231091573435,4.12582990831489E-4,4.28390768257983E-4,5.24818210559595E-4,2
738,4,95,595.559632282116,123.881190137168,0.211198280550768,28,544.485094344449,85.8201672846122,20,0.0529810298102981,1.49816784815954E-7,1.0,-0.156876999127653,0.0913056120965397,0.974799541809851,0.974608629247805,1.35272715499629E-4,1.03018098834989E-4,8.54471544715447,1.0214780782906E-7,-0.0252004581901489,0.874936389358529,-0.0253913707521955,0.843123000872347,1.0,61,-0.90869438790346,5.18553758325404E-4,30,0.32396746575846,9635.96544715447,0.552583716862338,3.98033618775769E-4,4.47193149381541E-4,5.18553758325404E-4,2
744,5,96,509.6517059586,114.686718409273,0.194340354848466,26,507.569861218866,79.6845321770623,20,0.0282258064516129,7.22576094443506E-7,1.0,-0.15145482388974,0.109647779479326,0.960123886953155,0.94579945799458,1.30641366235226E-4,1.03352725569859E-4,8.15188172043011,5.76563308519689E-7,-0.0398761130468448,0.885932389949245,-0.0542005420054201,0.84854517611026,1.0,55,-0.890352220520674,5.49051937345425E-4,24,0.325112083055746,9559.40416666667,0.551677839813759,3.70981038746909E-4,4.51772464962902E-4,5.19373454245672E-4,2
683.6,5,97,227.830267114178,104.953803303972,0.194205791765818,24,169.684506331657,58.5702941807261,21,0.0263311878291398,2.52430766990481E-7,1.0,-0.189289805269187,0.0993699885452463,0.927328361063301,0.998661311914324,1.30596836241857E-4,9.77793322893282E-5,8.6029842012873,1.70761989434737E-7,-0.0726716389366992,0.904534949558219,-0.00133868808567604,0.810710194730813,1.0,65,-0.900630011454754,5.49226322054072E-4,33,0.337101134709083,10411.8540081919,0.60695087839556,3.50280564529842E-4,4.11494643768067E-4,5.4242475769427E-4,2
672.7,6,95,343.447504737517,109.789217481671,0.185470557280811,28,53.5084466952783,55.3509319284593,19,0.0327040285416976,8.2872616739518E-7,1.0,-0.208807588075881,0.0680216802168022,0.946104589114194,0.961757381714692,1.12873034666993E-4,8.59853930755877E-5,8.43169317675041,1.31621214821587E-7,-0.0538954108858058,0.882700796991459,-0.0382426182853077,0.791192411924119,1.0,51,-0.931978319783198,5.65937940761636E-4,15,0.333260026940472,10582.2119815668,0.631125138669328,3.57898448519041E-4,4.19605077574048E-4,5.67700987306065E-4,2
799.2,7,116,593.030624007541,105.921154468839,0.162968052735717,35,197.820898489791,68.4164539127589,22,0.0902152152152152,3.43148936851621E-7,1.0,-0.132089460027184,0.0512788829852959,0.896355353075171,0.97250244061178,1.23008229779474E-4,9.34151217378784E-5,8.6961961961962,1.25032428714901E-7,-0.103644646924829,0.927759742634611,-0.02749755938822,0.867910539972816,1.0,90,-0.948721117014704,4.83453237410072E-4,50,0.309478424291403,9237.03203203203,0.690955639494778,4.01438848920863E-4,3.72661870503597E-4,5.69784172661871E-4,2
872.1,5,119,432.906732754701,90.9639401737816,0.178000262589902,45,320.880715576754,65.7348204295353,23,0.0735007453273707,4.27756265343619E-7,1.0,-0.116483516483516,0.0618131868131868,0.854767994154183,0.987029594446474,1.56605366505269E-4,1.17755189045308E-4,8.83843595917899,3.43261200584386E-7,-0.145232005845817,0.95349926327564,-0.0129704055535258,0.883516483516483,1.0,124,-0.938186813186813,4.32018681888947E-4,57,0.30846187221139,8466.49810801514,0.685723960993864,4.19045147898287E-4,3.8661131292164E-4,5.5137519460301E-4,2
817.1,10,114,165.61526736398,88.3682797888804,0.18825717399832,35,68.3506664232138,66.9544938279447,20,0.0784481703585852,4.89241235739337E-7,1.0,-0.152179118773946,0.0990181992337165,0.595082257208562,0.99115513886432,1.38401351920164E-4,9.36761066097569E-5,8.43593195447314,4.41649675842514E-7,-0.404917742791438,0.929239528991024,-0.00884486113568017,0.847820881226054,1.0,90,-0.900981800766284,4.87451037284201E-4,50,0.307973893063213,9037.63248072451,0.750313017769091,4.00406209197737E-4,3.85898737849993E-4,5.59988394022922E-4,2
803.2,8,100,166.62597842666,92.3970828739254,0.187667448104952,32,226.119632711403,71.281582647404,18,0.081050796812749,4.18515205868395E-7,1.0,-0.0807307739785212,0.0820886310332058,0.692449047778149,0.971767457400601,1.26829543934627E-4,9.37170287609776E-5,8.72011952191235,3.69950301433154E-7,-0.307550952221851,0.929536198126744,-0.0282325425993986,0.919269226021479,1.0,99,-0.917911368966794,4.75442604226156E-4,51,0.310869336668352,9195.34860557769,0.763730874154301,3.9548829240434E-4,3.8692175899486E-4,5.52541404911479E-4,2
808.1,9,110,23.0199599034814,80.5069504841939,0.174124853500128,31,19.683865711076,64.1053873243829,20,0.0743719836653879,5.28650006903488E-7,1.0,-0.0958886618998979,0.0649897854954035,0.691203781867297,0.990038831673139,1.26387248079629E-4,9.55811632246734E-5,8.50637297364188,5.39118323871873E-7,-0.308796218132703,0.91942137507814,-0.00996116832686139,0.904111338100102,1.0,93,-0.935010214504597,4.87343613616526E-4,58,0.309463736764343,9140.87674792724,0.736749683556562,3.91329647948793E-4,3.88420133837649E-4,5.4116962467268E-4,2
847.2,9,119,201.864918232355,79.8589062742607,0.19277316042879,38,396.512292567851,78.5787250117849,22,0.0756610009442871,1.11952155700965E-7,1.0,-0.0900383141762452,0.0522030651340996,0.656215621562156,0.973964063072974,1.51252822431471E-4,9.8770700855034E-5,8.44428706326723,2.13538371059248E-7,-0.343784378437844,0.921562250644576,-0.026035936927026,0.909961685823755,1.0,96,-0.9477969348659,4.38915292144255E-4,46,0.322763150407577,8720.24551463645,0.715871774065576,4.43108750349455E-4,3.87195974280123E-4,5.64719038300252E-4,2
